ID_publikacji	Autor	Tytul	Wydawnictwo	Rok wydania	Format	Cena	ID_dziedziny
e1243	Patryk Pic, Rafal Bury, Marlena Gancarzewicz, Lukasz Pawelczyk	Od zera do ECeDeeLa BASE. 	ITSTART 	2014	epub	37.99	d02
e850	Redakcja: Christopher C. Gerry, Peter L. Knight	Wstep do optyki kwantowej. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d06
a827	Jan Kochanowski	Treny 	PROMATEK 	2011	mp3	14.99	d04
a1584	Claire Selby	Angielski spiewajaco - Kurs jezyka angielskiego dla dzieci. 	LEKTORKLETT 	2009	mp3	28.99	d05
e915	Redakcja: Marek Gruszczynski, Tomasz Kuszewski, Maria Podgorska	Ekonometria i badania operacyjne. Podrecznik dla studiow licencjackich	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d01
e113	Michal Szurek	O nauczaniu matematyki. Wyklady dla nauczycieli i studentow. 	GWO 	2005	pdf	15.99	d06
a101	Marek Staczek	KREATYWNOSC. Techniki tworczego myslenia.	EdisonTeam.pl	2008	mp3	28.99	d07
a296	Stefan Zeromski	Syzyfowe prace	SMPB 	2010	mp3	18.99	d04
e1775	Andrzej Jaskulski	Autodesk Inventor 2009PL/2009+. Metodyka projektowania	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d02
e1465	Redakcja: Danuta Wrobel, Alicja Zielinska, Grzegorz Rudzinski	Matematyka po polsku 3. Podrecznik dla cudzoziemcow. 	Wydawnictwo Uniwersytetu Lodzkiego 	2013	pdf	13.99	d06
a300	Sven Lindqvist	Wytepic cale to bydlo. 	Biblioteka Akustyczna 	2012	mp3	33.99	d03
a166	Krzysztof Pogorzelski	Historia - Polska Jagiellonow. 	Marekas Management 	2007	mp3	4.99	d05
a561	Gabriela Zapolska	Moralnosc Pani Dulskiej 	Aleksandria 	2015	mp3	8.99	d04
e1814	Witold Malina, Mariusz Szwoch	Metodologia i techniki programowania. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d02
a1781	Clive Staples Lewis	Opowiesci z Narnii. Siostrzeniec Czarodzieja. 	Media Rodzina 	2013	mp3	20.99	d07
e1500	Irena Pospiszyl	Patologie spoleczne. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d07
e1100	Ewa Poltorak	L'impact des nouvelles technologies sur les pratiques Avaluatives en langues vivantes. 	Uniwersytet Slaski 	2015	pdf	30.99	d02
a1058	Boleslaw Prus	Z legend dawnego Egiptu 	PROMATEK 	2011	mp3	9.99	d04
a985	Jadwiga Korczakowska	Spotkanie nad morzem. 	Nasza Ksiegarnia 	2010	mp3	13.99	d04
a1428	Swietlana Aleksijewicz	Wojna nie ma w sobie nic z kobiety 	Czarne 	2012	mp3	21.99	d03
e1319	Zofia Mitosek	Teorie badan literackich. 	Wydawnictwo Naukowe PWN 	2004	epub	4.99	d05
e1830	Redakcja: Zofia Rusnak, Edyta Mazurek	Spoleczno-gospodarcze aspekty statystyki. PN 309. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2013	epub	4.99	d06
e1827	Ewa Maria Sniezek	Sprawozdawczosc przeplywow pienieznych. Krytyczna ocena i propozycja modelu	Wydawnictwo Uniwersytetu Lodzkiego 	2008	epub	4.99	d01
a1730	Mishka Shubaly	Bardzo dlugi bieg 	Galaktyka 	2015	mp3	15.99	d07
e1418	Ewa Nowicka	Swiat czlowieka - swiat kultury. Wydanie nowe	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d07
e2075	Janusz Piotrowski, Krystyna Kostyrko	Wzorcowanie aparatury pomiarowej. 	Wydawnictwo Naukowe PWN 	2012	mobi	4.99	d06
e531	Jakub Kudlinski	Formularze od podstaw Jak wygodniej pracowac z Excelem. 	Wiedza i Praktyka 	2016	multiformat	44.99	d02
e1079	Jewgienij M. Lifszyc, Lew D. Landau	Mechanika kwantowa. Teoria nierelatywistyczna. 	Wydawnictwo Naukowe PWN 	2011	epub	4.99	d06
e425	Teresa Tomaszkiewicz	Przeklad audiowizualny. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d05
e1527	Michel Bellac	Wstep do informatyki kwantowej. 	Wydawnictwo Naukowe PWN 	2011	epub	4.99	d02
e615	Redakcja: Marek Jezinski, Wojciech Peszynski, Aleksandra Seklecka	Wybory 2010. Media i marketing polityczny. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2012	pdf	23.99	d02
e1542	Pawel Jaszczuk	Ochronka Aniola Stroza. 	Oficynka 	2013	multiformat	21.99	d04
e1491	Aleksiej I. Kostrikin	Wstep do algebry, cz. 1. Podstawy algebry	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d06
e1313	Maciej Pawlik, Franciszek Strzelczyk	Elektrownie. 	Wydawnictwo WNT 	2012	epub	4.99	d06
e1602	Andrzej Jaskulski	AutoCAD 2010/LT2010+. Podstawy projektowania parametrycznego i nieparametrycznego. 	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d02
e1348	Waldemar Weglarz, Alicja Zarowska-Mazur	Word 2010. Praktyczny kurs. 	Wydawnictwo Naukowe PWN 	2012	epub	4.99	d02
e1795	Arkadiusz Przybylka	Historyczne aspekty rozwoju zabezpieczen socjalnych gornikow na Gornym Slasku. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2011	mobi	4.99	d05
a160	Maria Kruger	Karolcia 	Siedmiorog 	2012	mp3	17.99	d04
e584	Frances Hodgson Burnett	Tajemniczy ogrod  	ZIELONA SOWA 	2012	epub	6.99	d04
e660	Mariusz Czubaj	W strone miejskiej utopii. 	Academica Wydawnictwo SWPS 	2007	epub	4.99	d05
e2042	Jadwiga Korczakowska	Spotkanie nad morzem. 	Nasza Ksiegarnia 	2010	epub	13.99	d04
e502	Marek Waldenberg	Rozbicie Jugoslawii. Jugoslowianskie lustro miedzynarodowej polityki	Wydawnictwo Naukowe Scholar 	2005	pdf	31.99	d07
a422	Bogna Ziembicka	Tylko dzieki milosci 	ezBook 	2014	mp3	33.99	d04
a1001	Redakcja: Praca zbiorowa	Apokalipsa. 	Rafael 	2013	mp3	14.99	d05
e1560	Elzbieta Hornowska	Skale inteligencji dla doroslych Davida Wechslera WAIS-R oraz WAIS-III. 	Wydawnictwo Naukowe Scholar 	2005	pdf	24.99	d07
e428	Kazimierz Wolny-Zmorzynski	Ryszard Kapuscinski w labiryncie wspolczesnosci. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2004	epub	4.99	d05
e1797	Krzysztof Jaskulowski	Wspolnota symboliczna. W strone antropologii nacjonalizmu	WNK 	2012	multiformat	23.99	d05
e157	Denis Diderot	Kubus Fatalista i jego pan. 	Literatura Net Pl 	2000	pdf	5.99	d04
e1213	Agnieszka Kuszewska	Indyjsko-pakistanski konflikt o Kaszmir. 	Wydawnictwo Naukowe PWN 	2010	multiformat	25.99	d05
a1192	Hans Christian Andersen	Corka krola moczarow i inne basnie. 	Media Rodzina 	2013	mp3	21.99	d07
e1977	Marek Pawlak	Zarzadzanie projektami. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1355	Praca zbiorowa	Mogliby w koncu kogos zabic. 	Oficynka 	2010	multiformat	19.99	d04
e1632	Rafal Janus	Excel w praktyce, 6/15 	Wiedza i Praktyka 	2015	pdf	59.99	d02
e1445	Walter Rudin	Analiza rzeczywista i zespolona. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
e1179	Pawel Wisniewski	Szybkie analizy i raporty okresowe w Excelu. 	Wiedza i Praktyka 	2013	pdf	21.99	d02
e1333	Krzysztof Jodzio	Neuropsychologia intencjonalnego dzialania. Koncepcje funkcji wykonawczych	Wydawnictwo Naukowe Scholar 	2008	pdf	31.99	d07
e303	Alicja Moleda	Matematyka-Geometria Analityczna, przeksztalcenia wg Megamatma. 	MEGAWIEDZA 	2010	pdf	9.99	d06
e1158	Jason R. Briggs	Python dla dzieci. Programowanie na wesolo. 	Wydawnictwo Naukowe PWN 	2015	multiformat	38.99	d02
e1963	Karol May	Pustynia zaglady. 	SMPB 	2011	mobi	18.99	d04
e971	Stefan Zeromski	Ludzie bezdomni	Biblios 	2006	mobi	11.99	d04
e714	Redakcja: Dariusz Tworzydlo, Jerzy Oledzki	Public relations. Znaczenie spoleczne i kierunki rozwoju	Wydawnictwo Naukowe PWN 	2008	mobi	30.99	d07
e595	Adam Mickiewicz	Pan Tadeusz	Biblios 	2006	mobi	11.99	d04
a2026	Melchior Wankowicz	Strzepy epopei 	Heraclon 	2014	mp3	15.99	d03
e2096	Witold Bodaszewski	Wytrzymalosc materialow z elementami mechaniki konstrukcji. Tom 2 Zbior zadan. 	BEL Studio 	2014	mobi	4.99	d06
e417	Jay Hilyard, Stephen Teilhet	C# 6.0 Ksiega przepisow. 	Promise 	2017	pdf	113.99	d02
e138	Redakcja: Jan Krzyz	Zbior zadan z funkcji analitycznych. 	Wydawnictwo Naukowe PWN 	2005	mobi	4.99	d06
e1378	Erhard Cziomer, Lubomir W. Zyblikiewicz	Zarys wspolczesnych stosunkow miedzynarodowych. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d07
e1292	Stanislaw Witkiewicz	Chrzescijanstwo i katechizm. 	Imprint sp. z o.o. 	2010	epub	4.99	d05
e846	Redakcja: Janusz Tandecki, Krzysztof Kopinski	Glosarium wyrazow i zwrotow ze sredniowiecznych zrodel pruskich. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2011	pdf	15.99	d05
e858	Tilo Linz	Testowanie w procesie Scrum. Przewodnik po zarzadzaniu jakoscia oprogramowania w swiecie programowania	Promise 	2016	pdf	55.99	d02
a1798	Malgorzata Kalicinska	Milosc nad rozlewiskiem. 	ZYSK I S-KA 	2010	mp3	26.99	d04
e1938	Agnieszka Nowicka	Wybrane problemy osob starszych. 	Oficyna Wydawnicza IMPULS 	2010	pdf	19.99	d07
e426	Redakcja: Maria Slawinska	Kompendium wiedzy o handlu. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e205	Ignacy Kaliszewski	Wielokryterialne podejmowanie decyzji. Obliczenia miekkie dla zlozonych problemow decyzyjnych. 	Wydawnictwo WNT 	2008	epub	4.99	d06
a1494	Jolanta Krol	Notoryczna panna mloda 	Heraclon 	2016	mp3	17.99	d04
e1390	Krystyna Bednarska-Ruszajowa	Biblioteki w literaturze polskiej. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2006	epub	4.99	d05
e1219	Teodor Jeske-Choinski	Tiara i korona. 	Armoryka 	2014	multiformat	11.99	d04
e388	Redakcja: Monika Marczak	Resocjalizacyjne programy penitencjarne realizowane przez Sluzbe Wiezienna w Polsce. 	Oficyna Wydawnicza IMPULS 	2009	pdf	24.99	d07
e1102	Lucja Reczek-Zymroz	Wspoldzialanie pedagogiczne szkoly podstawowej ze srodowiskiem lokalnym. 	Oficyna Wydawnicza IMPULS 	2009	pdf	20.99	d07
a1563	Stieg Larsson	Dziewczyna, ktora igrala z ogniem. 	CZARNA OWCA 	2010	mp3	33.99	d04
a1469	Malgorzata J. Kursa	Tesciowa oddam od zaraz 	Lissner Studio 	2012	mp3	16.99	d04
e1449	Krzysztof Jassem, Andrzej Ziemkiewicz	Sztuka dobrego programowania. 	Wydawnictwo Naukowe PWN 	2016	multiformat	27.99	d02
e1111	Andrzej Miszczuk, Magdalena Miszczuk, Krzysztof Zuk	Gospodarka samorzadu terytorialnego. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1707	Wojciech Prochnicki	Tabele w Excelu - przejrzysty sposob na prezentacje danych. 	Wiedza i Praktyka 	2015	pdf	19.99	d02
e1625	Henryk Domanski	Struktura spoleczna. 	Wydawnictwo Naukowe Scholar 	2007	pdf	30.99	d07
e731	Eugeniusz Michalski	Marketing. Podrecznik akademicki	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d01
e924	Rafal Janus	Excel w praktyce, 9/15	Wiedza i Praktyka 	2015	epub	59.99	d02
a836	Helen Fielding	Dziennik Bridget Jones 	ZYSK I S-KA 	2016	mp3	29.99	d04
e1433	Jim Baggott	Higgs. Odkrycie boskiej czastki. 	Proszynski Media 	2014	multiformat	24.99	d06
e1234	Katarzyna Taras	Frustraci. Bohaterowie filmowi i literaccy wobec polskiej rzeczywistosci po 1989 roku. 	Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego 	2012	pdf	15.99	d05
e1097	Renata Grzegorczykowa	Wstep do jezykoznawstwa. 	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d05
a814	Paddy Miller, Thomas Wedell-Wedellsborg	Architekci innowacyjnosci 	Studio Emka, 	2015	mp3	24.99	d07
a1015	Stanislaw Wyspianski	Wesele 	Biblios 	2006	mp3	11.99	d04
a764	Piotr Bojarski	Mecz. 	Media Rodzina 	2013	mp3	21.99	d04
e640	Peter Prinz, Tony Crawford	Jezyk C w pigulce. Kompletny przewodnik	Promise 	2017	pdf	119.99	d02
a351	Vincent V. Severski	Niewierni. 	CZARNA OWCA 	2012	mp3	33.99	d04
a519	Henryk Sienkiewicz	Janko muzykant 	PROMATEK 	2011	mp3	9.99	d04
a1834	Ransom Riggs	Osobliwy dom pani Peregrine. 	Media Rodzina 	2013	mp3	21.99	d04
e646	Marek Prymon	Marketingowe strategie wartosci na rynkach globalnych. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2010	epub	4.99	d01
e648	Zbigniew Bauer	Dziennikarstwo wobec nowych mediow. Historia, teoria, praktyka	Universitas 	2009	pdf	8.99	d07
e1994	Teresa Holowka	Kultura logiczna w przykladach. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d07
a402	Melchior Wankowicz	Westerplatte 	Heraclon 	2016	mp3	15.99	d03
a2008	Sylwia Trojanowska	Blisko chmur 	Heraclon 	2016	mp3	19.99	d04
e1992	Monika Kostera	Antropologia organizacji. Metodologia badan terenowych. Metodologia badan terenowych	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d05
a137	Melchior Wankowicz	Sztafeta 	Heraclon 	2016	mp3	17.99	d03
e360	Karol May	Ku Mapimi. Pantera Poludnia. 	SMPB 	2011	epub	18.99	d04
e1263	Scott Empson	Akademia sieci Cisco. CCNA. Pelny przeglad polecen. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d02
e1858	Danuta Ostaszewska, Jolanta Tambor	Fonetyka i fonologia wspolczesnego jezyka polskiego. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d05
a145	Wojciech Jagielski	Nocni wedrowcy 	Biblioteka Akustyczna 	2013	mp3	33.99	d03
e990	Rafal Janus	Excel w praktyce, 7/15	Wiedza i Praktyka 	2015	pdf	59.99	d02
e442	Jan Dijk	Spoleczne aspekty nowych mediow. Analiza spoleczenstwa sieci	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
a1508	Wojciech Widlak	Pan Kuleczka. 	Media Rodzina 	2013	mp3	8.99	d07
a1837	Karol May	Pustynia zaglady. 	SMPB 	2011	mp3	18.99	d04
e831	Redakcja: Jan Drabina	Religie a wojna i terroryzm. Studia Religiologica, zeszyt 36	Wydawnictwo Uniwersytetu Jagiellonskiego 	2003	epub	4.99	d07
e1870	Roman Szul	Jezyk - narod - panstwo. Jezyk jako zjawisko polityczne	Wydawnictwo Naukowe PWN 	2009	pdf	4.99	d07
a1965	Malgorzata Choromanska	Jezyk polski - Romantyzm. 	Marekas Management 	2007	mp3	4.99	d07
a362	Hanna Cygler	Bratnie dusze 	Heraclon 	2015	mp3	15.99	d04
e1710	Adam Mickiewicz	Konrad Wallenrod  	ZIELONA SOWA 	2012	mobi	1.99	d04
e1434	Carla Mori	Krew pot i lzy. 	Oficynka 	2013	multiformat	21.99	d04
e1487	Redakcja: Todd F. Heatherton, Robert E. Kleck, Michelle R. Hebl, Jay G. Hull	Spoleczna psychologia pietna. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d07
e1379	Alicja Moleda	Matematyka-Planimetria, stereometria wg MegaMatma. 	MEGAWIEDZA 	2012	pdf	9.99	d06
e2085	Hubert Hender	Zapora. 	Oficynka 	2012	multiformat	21.99	d04
e1252	Donald A. McQuarrie	Matematyka dla przyrodnikow i inzynierow, t. 2. 	Wydawnictwo Naukowe PWN 	2005	epub	4.99	d06
e1983	Leonard Susskind, George Hrabovsky	Teoretyczne minimum. Co musisz wiedziec, zeby zaczac zajmowac sie fizyka	Proszynski Media 	2015	multiformat	24.99	d06
e1395	Joseph Bedier	Dzieje Tristana i Izoldy  	ZIELONA SOWA 	2012	mobi	1.99	d04
e1367	Krystyna Bienkowska-Lipinska, Dominik Jagiello, Rafal Maj	Rachunek prawdopodobienstwa i statystyka. 	Osrodek Ksztalcenia na Odleglosc Politechniki Warszawskiej OKNO 	2010	pdf	0	d06
e1840	Redakcja: Agnieszka Gromkowska-Melosik, Zbyszko Melosik	Kultura popularna: konteksty teoretyczne i spoleczno-kulturowe. 	Oficyna Wydawnicza IMPULS 	2010	pdf	26.99	d05
e478	Praca zbiorowa	Fasciculi Mathematici 2010/44. 	Wydawnictwo Politechniki Poznanskiej 	2010	epub	4.99	d06
e611	Joanna Rozanska-Kowal	Motywacja zachowan prospolecznych i antyspolecznych nieletnich. 	Oficyna Wydawnicza IMPULS 	2010	pdf	19.99	d07
e1030	Piotr Porwik	Wybrane metody cyfrowego przetwarzania sygnalow z przykladami programow w Matlabie. 	Uniwersytet Slaski 	2015	epub	15.99	d02
a1089	Iwona Majewska - Opielka	Umysl lidera. 	Aleksandria 	2007	mp3	27.99	d01
e1259	Andrew Heywood	Politologia. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e752	Maciej Raniszewski	Cud nad Wisla. 	GONETA 	2011	multiformat	10.99	d04
e1576	Jozef Ignacy Kraszewski	Upior. 	Armoryka 	2014	multiformat	3.99	d04
e427	Jozef Bednarek, Ewa Lubina	Ksztalcenie na odleglosc. Podstawy dydaktyki	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e848	John Sharp	Microsoft Visual C# 2013 Krok po kroku. 	Promise 	2016	pdf	85.99	d02
e755	Michal Szurek	O nauczaniu matematyki. Wyklady dla nauczycieli i studentow. Tom 1. 	GWO 	2005	pdf	15.99	d06
e701	Redakcja: Henryk Krol, Antoni Ludwiczynski	Zarzadzanie zasobami ludzkimi. Podrecznik. Tworzenie kapitalu ludzkiego organizacji	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d01
e800	Anita Dobek, Tomasz Szwaczkowski	Statystyka matematyczna dla biologow. 	Wydawnictwo Uniwersytetu Przyrodniczego w Poznaniu 	2007	mobi	4.99	d06
e1231	Magdalena Chomuszko, Natalia Sikorska	Kurs kadry i place. Sage Symfonia 2015	Wydawnictwo Naukowe PWN 	2015	multiformat	27.99	d02
a761	Erik Larson	W ogrodzie bestii 	Sonia Draga 	2016	mp3	32.99	d03
e790	Tarzycjusz Bulinski, Mariusz Kairski	Teren w antropologii. Praktyka badawcza we wspolczesnej antropologii kulturowej. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2011	epub	4.99	d05
e249	Zbigniew Bokszanski	Tozsamosci zbiorowe. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e1157	Dariusz Kania	Uklady logiki programowalnej. Podstawy syntezy i sposoby odwzorowania technologicznego.	Wydawnictwo Naukowe PWN 	2012	mobi	4.99	d02
e285	Misner Stacia	Microsoft SQL Server 2008 Reporting Services Krok po kroku. 	Promise 	2016	pdf	75.99	d02
e342	Redakcja: Grzegorz Karwasz, Magdalena Sadowska, Krzysztof Rochowicz	Torunski podrecznik do fizyki. Gimnazjum I klasa: Mechanika	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2010	pdf	14.99	d06
e605	Jean La Fontaine	Bajki. 	Literatura Net Pl 	2000	epub	5.99	d04
a1802	Stanislaw Ignacy Witkiewicz	Narkotyki 	Heraclon 	2015	mp3	13.99	d03
e339	Horst Stacker	Nowoczesne kompendium fizyki. 	Wydawnictwo Naukowe PWN 	2010	mobi	4.99	d06
e1495	William Shakespeare	Romeo i Julia. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
e721	Rafal Janus	Excel w praktyce, 1/16	Wiedza i Praktyka 	2016	epub	59.99	d02
e602	Alicja Nagorko	Zarys gramatyki polskiej. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d05
e237	Redakcja: Jerzy Kaczorowski	Functiones et approximatio commentarii mathematici 51.1 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2014	epub	4.99	d06
a879	Hanna Cygler	Deklinacja meska/zenska 	Lissner Studio 	2013	mp3	16.99	d04
e229	Stanislaw Borkowski, Ewa Wszendybyl	Jakosc i efektywnosc uslug hotelarskich. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d01
e1915	Bozena Pawlowska, Justyna Witkowska, Lech Niezurawski	Nowoczesne koncepcje strategii orientacji na klienta. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d01
e319	Jerzy Surma	Business Intelligence. Systemy wspomagania decyzji biznesowych	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d01
e120	Rafal Janus	Excel w praktyce, 5/15 	Wiedza i Praktyka 	2015	epub	59.99	d02
a420	Melchior Wankowicz	Klub trzeciego miejsca 	Heraclon 	2014	mp3	17.99	d03
e943	Dmitry Glukhovsky	Metro 2033. 	Insignis 	2012	multiformat	25.99	d04
e954	Malgorzata Kowalska	Dygitalizacja zbiorow bibliotek polskich. 	SBP 	2007	pdf	0	d02
e1156	Piotr Gawrysiak	Cyfrowa rewolucja. Rozwoj cywilizacji informacyjnej	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d02
e1061	Izabella Bukraba-Rylska	Socjologia wsi polskiej. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d07
a378	Mariusz Szczygiel	Gottland 	Czarne 	2011	mp3	19.99	d03
e1062	Ian Stewart	Jak pokroic tort i inne zagadki matematyczne. 	Proszynski Media 	2014	multiformat	20.99	d06
e1623	Redakcja: Katarzyna Wilczynska, Jacek Lewandowski	Inzynier i Fizyk Medyczny. Dwumiesiecznik inzynierow, fizykow, technikow, elektroradiologow i radiologow	Indygo 	2013	pdf	9.99	d06
e2025	Praca zbiorowa	Fasciculi Mathematici, 2008/40. 	Wydawnictwo Politechniki Poznanskiej 	2008	mobi	4.99	d06
e507	Adam Mickiewicz	Ballady i romanse  	ZIELONA SOWA 	2012	mobi	1.99	d04
e288	Krzysztof Trybus	Pamiec romantyzmu. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2011	epub	4.99	d05
e672	Wei-Meng Lee	Android Poradnik programisty. 93 przepisy tworzenia dobrych aplikacji	Promise 	2015	pdf	45.99	d02
e878	Stanislaw Zbigniew Bukowski	Terroryzm europejski. Geneza i wspolczesne zagrozenia. 	Wydawnictwo Naukowe Akademii Pomorskiej w Slupsku 	2010	mobi	4.99	d07
e366	M. Krzysko, W. Wolynski, T. Gorecki, M. Skorzybut	Systemy uczace sie. Rozpoznawanie wzorcow analiza skupien i redukcja wymiarowosci	Wydawnictwo WNT 	2008	pdf	4.99	d07
e789	Stanislawa Kanas	Podstawy ekonomii matematycznej. 	Wydawnictwo Naukowe PWN 	2011	epub	4.99	d06
a1096	Wladyslaw Reymont	Chlopi	SMPB 	2011	mp3	18.99	d04
e1262	Stendhal	Pustelnia parmenska. La Chartreuse de Parme. 	Armoryka 	2014	multiformat	12.99	d04
e1955	Piotr Przywara	Slownictwo angielskie w cwiczeniach. 	Wydawnictwo Naukowe PWN 	2011	mobi	4.99	d05
e192	Marcin Brzostowski	Pozytywnie nieobliczalni. 	Wydawnictwo e-bookowo 	2014	multiformat	3.99	d04
a839	Lukasz Henel	On. 	Heraclon 	2014	mp3	15.99	d04
e263	Redakcja: Henryk Krol, Antoni Ludwiczynski	Zarzadzanie zasobami ludzkimi. Materialy do cwiczen. Tworzenie kapitalu ludzkiego organizacji	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d01
e1690	Maciej Baltowski, Maciej Miszewski	Transformacja gospodarcza w Polsce. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d01
a1181	Adam Mickiewicz	Grazyna 	PROMATEK 	2009	mp3	14.99	d04
e862	Krzysztof Chojnacki	Tabele i wykresy przestawne od A do Z dynamiczna analiza duzych zbiorow danych. 	Wiedza i Praktyka 	2016	multiformat	44.99	d02
e2023	Rafal Janus	Excel w praktyce, 2/15 	Wiedza i Praktyka 	2015	epub	59.99	d02
e337	Redakcja: Elzbieta Golembska	Kompendium wiedzy o logistyce. Nowe wydanie	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d01
e1646	Tomasz Radozycki	Rozwiazujemy zadania z analizy matematycznej. Czesc 1. 	Fosze 	2014	pdf	37.99	d06
e2083	Wayne L. Winston	Microsoft Excel 2010 Analiza i modelowanie danych biznesowych. 	Promise 	2016	pdf	75.99	d02
e1537	Andrzej Czyzewski	Proces destalinizacji polskiej nauki historycznej. w drugiej polowie lat 50. XX wieku	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d05
e570	Adam Stachura, Stanislaw Prus	Analiza funkcjonalna w zadaniach. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
a177	Jonah Berger	Efekt wirusowy w biznesie. Prosta droga do wiedzy	MT Biznes 	2015	mp3	27.99	d01
e1169	Redakcja: Maria Michalowska	Transport w gospodarce opartej na wiedzy. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2009	epub	4.99	d02
e1032	Jozef Zielinski	Programowanie w jezyku Logo. 	Oficyna Wydawnicza IMPULS 	2009	pdf	12.99	d02
e248	Maria Hulicka	Wplyw rzetelnej rewizji finansowej na efektywnosc nadzoru korporacyjnego i ograniczanie asymetrii informacji na rynku kapitalowym	Wydawnictwo Uniwersytetu Jagiellonskiego 	2008	mobi	4.99	d01
e1323	Witkowski Lech	Wyzwania autorytetu w praktyce spolecznej i kulturze symbolicznej. 	Oficyna Wydawnicza IMPULS 	2013	epub	23.99	d07
e1210	Janusz Mallek	Opera selecta, t. 1. Polen und Preussen vom 15. bis zum 18. Jahrhundert . 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2011	pdf	54.99	d05
e359	Jerzy Kaczorowski	Elementy zarysu dziejow metodologii badan literackich. 	Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego 	2011	pdf	15.99	d05
a1808	Karol May	Klasztor Della Barbara. Walka o Meksyk. Zmierzch cesarza. 	SMPB 	2011	mp3	18.99	d04
e215	Daniel T. Larose	Metody i modele eksploracji danych. 	Wydawnictwo Naukowe PWN 	2012	epub	4.99	d02
e1278	Eugeniusz Lagiewka	Podstawy dyfrakcji promieni rentgenowskich, elektronow i neutronow. 	Uniwersytet Slaski 	2015	pdf	13.99	d06
a1716	Bob Burg, John David Mann	Go-giver Rozdawca. Krotka opowiesc o wielkiej koncepcji biznesowej	MT Biznes 	2015	mp3	23.99	d01
e811	Jan Misiak, Slawomir Stachura	Wybrane zagadnienia statecznosci statycznej i dynamicznej konstrukcji pretowych i powlokowych. 	WSEiZ 	2010	pdf	8.99	d06
e881	Anna Nasilowska	Trzydziestolecie 1914-1944. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d05
a859	Wojciech Widlak	Pan Kuleczka. Skrzydla. 	Media Rodzina 	2013	mp3	8.99	d07
a1809	Ks.Marek Dziewiecki	Cialo. Narzedzie do Kochania. 	RTCK, 	2015	mp3	26.99	d07
e1072	Tomasz Snarski	Przezpatrzenia. 	Wydawnictwo Uniwersytetu Gdanskiego 	2012	mobi	4.99	d04
